Abbreviation,TeamName,Position,GridPosition,Points,Race,Year,Rainfall,AirTemp,TrackTemp,StandingPoints,HomeRace,QualiPosition
BOT,Alfa Romeo,15.0,12.0,0.0,Japanese Grand Prix,2022,1,16.7,19.9,44.0,0,12.0
ZHO,Alfa Romeo,16.0,14.0,0.0,Japanese Grand Prix,2022,1,16.7,19.9,6.0,0,14.0
MSC,Haas F1 Team,17.0,15.0,0.0,Japanese Grand Prix,2022,1,16.7,19.9,12.0,0,15.0
GAS,AlphaTauri,18.0,17.0,0.0,Japanese Grand Prix,2022,1,16.7,19.9,23.0,0,17.0
SAI,Ferrari,19.0,3.0,0.0,Japanese Grand Prix,2022,1,16.7,19.9,191.0,0,3.0
ALB,Williams,20.0,16.0,0.0,Japanese Grand Prix,2022,1,16.7,19.9,4.0,0,16.0
VER,Red Bull Racing,1.0,2.0,25.0,United States Grand Prix,2022,0,29.3,35.5,350.0,0,3.0
HAM,Mercedes,2.0,3.0,18.0,United States Grand Prix,2022,0,29.3,35.5,179.0,0,5.0
LEC,Ferrari,3.0,12.0,15.0,United States Grand Prix,2022,0,29.3,35.5,238.0,0,2.0
PER,Red Bull Racing,4.0,9.0,12.0,United States Grand Prix,2022,0,29.3,35.5,243.0,0,4.0
RUS,Mercedes,5.0,4.0,11.0,United States Grand Prix,2022,0,29.3,35.5,202.0,0,6.0
NOR,McLaren,6.0,6.0,8.0,United States Grand Prix,2022,0,29.3,35.5,97.0,0,8.0
ALO,Alpine,7.0,14.0,6.0,United States Grand Prix,2022,0,29.3,35.5,65.0,0,9.0
VET,Aston Martin,8.0,10.0,4.0,United States Grand Prix,2022,0,29.3,35.5,32.0,0,12.0
MAG,Haas F1 Team,9.0,13.0,2.0,United States Grand Prix,2022,0,29.3,35.5,19.0,0,16.0
TSU,AlphaTauri,10.0,19.0,1.0,United States Grand Prix,2022,0,29.3,35.5,11.0,0,15.0
OCO,Alpine,11.0,0.0,0.0,United States Grand Prix,2022,0,29.3,35.5,75.0,0,18.0
ZHO,Alfa Romeo,12.0,18.0,0.0,United States Grand Prix,2022,0,29.3,35.5,6.0,0,14.0
ALB,Williams,13.0,8.0,0.0,United States Grand Prix,2022,0,29.3,35.5,4.0,0,11.0
GAS,AlphaTauri,14.0,11.0,0.0,United States Grand Prix,2022,0,29.3,35.5,23.0,0,13.0
MSC,Haas F1 Team,15.0,16.0,0.0,United States Grand Prix,2022,0,29.3,35.5,12.0,0,19.0
RIC,McLaren,16.0,15.0,0.0,United States Grand Prix,2022,0,29.3,35.5,26.0,0,17.0
LAT,Williams,17.0,17.0,0.0,United States Grand Prix,2022,0,29.3,35.5,2.0,0,20.0
STR,Aston Martin,18.0,5.0,0.0,United States Grand Prix,2022,0,29.3,35.5,13.0,0,7.0
BOT,Alfa Romeo,19.0,7.0,0.0,United States Grand Prix,2022,0,29.3,35.5,44.0,0,10.0
SAI,Ferrari,20.0,1.0,0.0,United States Grand Prix,2022,0,29.3,35.5,191.0,0,1.0
VER,Red Bull Racing,1.0,1.0,25.0,Mexico City Grand Prix,2022,0,24.3,41.7,375.0,0,1.0
HAM,Mercedes,2.0,3.0,18.0,Mexico City Grand Prix,2022,0,24.3,41.7,197.0,0,3.0
PER,Red Bull Racing,3.0,4.0,15.0,Mexico City Grand Prix,2022,0,24.3,41.7,255.0,1,4.0
RUS,Mercedes,4.0,2.0,13.0,Mexico City Grand Prix,2022,0,24.3,41.7,213.0,0,2.0
SAI,Ferrari,5.0,5.0,10.0,Mexico City Grand Prix,2022,0,24.3,41.7,191.0,0,5.0
LEC,Ferrari,6.0,7.0,8.0,Mexico City Grand Prix,2022,0,24.3,41.7,253.0,0,7.0
RIC,McLaren,7.0,11.0,6.0,Mexico City Grand Prix,2022,0,24.3,41.7,26.0,0,11.0
OCO,Alpine,8.0,10.0,4.0,Mexico City Grand Prix,2022,0,24.3,41.7,75.0,0,10.0
NOR,McLaren,9.0,8.0,2.0,Mexico City Grand Prix,2022,0,24.3,41.7,105.0,0,8.0
BOT,Alfa Romeo,10.0,6.0,1.0,Mexico City Grand Prix,2022,0,24.3,41.7,44.0,0,6.0
GAS,AlphaTauri,11.0,14.0,0.0,Mexico City Grand Prix,2022,0,24.3,41.7,23.0,0,14.0
ALB,Williams,12.0,17.0,0.0,Mexico City Grand Prix,2022,0,24.3,41.7,4.0,0,19.0
ZHO,Alfa Romeo,13.0,12.0,0.0,Mexico City Grand Prix,2022,0,24.3,41.7,6.0,0,12.0
VET,Aston Martin,14.0,16.0,0.0,Mexico City Grand Prix,2022,0,24.3,41.7,36.0,0,17.0
STR,Aston Martin,15.0,20.0,0.0,Mexico City Grand Prix,2022,0,24.3,41.7,13.0,0,18.0
MSC,Haas F1 Team,16.0,15.0,0.0,Mexico City Grand Prix,2022,0,24.3,41.7,12.0,0,16.0
MAG,Haas F1 Team,17.0,19.0,0.0,Mexico City Grand Prix,2022,0,24.3,41.7,21.0,0,15.0
LAT,Williams,18.0,18.0,0.0,Mexico City Grand Prix,2022,0,24.3,41.7,2.0,0,20.0
ALO,Alpine,19.0,9.0,0.0,Mexico City Grand Prix,2022,0,24.3,41.7,71.0,0,9.0
TSU,AlphaTauri,20.0,13.0,0.0,Mexico City Grand Prix,2022,0,24.3,41.7,12.0,0,13.0
RUS,Mercedes,1.0,1.0,26.0,Brazilian Grand Prix,2022,0,23.0,46.0,226.0,0,3.0
HAM,Mercedes,2.0,2.0,18.0,Brazilian Grand Prix,2022,0,23.0,46.0,215.0,0,8.0
SAI,Ferrari,3.0,7.0,15.0,Brazilian Grand Prix,2022,0,23.0,46.0,201.0,0,5.0
LEC,Ferrari,4.0,5.0,12.0,Brazilian Grand Prix,2022,0,23.0,46.0,261.0,0,10.0
ALO,Alpine,5.0,17.0,10.0,Brazilian Grand Prix,2022,0,23.0,46.0,71.0,0,7.0
VER,Red Bull Racing,6.0,3.0,8.0,Brazilian Grand Prix,2022,0,23.0,46.0,400.0,0,2.0
PER,Red Bull Racing,7.0,4.0,6.0,Brazilian Grand Prix,2022,0,23.0,46.0,270.0,0,9.0
OCO,Alpine,8.0,16.0,4.0,Brazilian Grand Prix,2022,0,23.0,46.0,79.0,0,6.0
BOT,Alfa Romeo,9.0,14.0,2.0,Brazilian Grand Prix,2022,0,23.0,46.0,45.0,0,18.0
STR,Aston Martin,10.0,15.0,1.0,Brazilian Grand Prix,2022,0,23.0,46.0,13.0,0,15.0
VET,Aston Martin,11.0,9.0,0.0,Brazilian Grand Prix,2022,0,23.0,46.0,36.0,0,13.0
ZHO,Alfa Romeo,12.0,13.0,0.0,Brazilian Grand Prix,2022,0,23.0,46.0,6.0,0,17.0
MSC,Haas F1 Team,13.0,12.0,0.0,Brazilian Grand Prix,2022,0,23.0,46.0,12.0,0,20.0
GAS,AlphaTauri,14.0,10.0,0.0,Brazilian Grand Prix,2022,0,23.0,46.0,23.0,0,12.0
ALB,Williams,15.0,19.0,0.0,Brazilian Grand Prix,2022,0,23.0,46.0,4.0,0,11.0
LAT,Williams,16.0,18.0,0.0,Brazilian Grand Prix,2022,0,23.0,46.0,2.0,0,16.0
TSU,AlphaTauri,17.0,0.0,0.0,Brazilian Grand Prix,2022,0,23.0,46.0,12.0,0,19.0
NOR,McLaren,18.0,6.0,0.0,Brazilian Grand Prix,2022,0,23.0,46.0,107.0,0,4.0
MAG,Haas F1 Team,19.0,8.0,0.0,Brazilian Grand Prix,2022,0,23.0,46.0,21.0,0,1.0
RIC,McLaren,20.0,11.0,0.0,Brazilian Grand Prix,2022,0,23.0,46.0,32.0,0,14.0
VER,Red Bull Racing,1.0,1.0,25.0,Abu Dhabi Grand Prix,2022,0,28.6,34.3,408.0,0,1.0
LEC,Ferrari,2.0,3.0,18.0,Abu Dhabi Grand Prix,2022,0,28.6,34.3,273.0,0,3.0
PER,Red Bull Racing,3.0,2.0,15.0,Abu Dhabi Grand Prix,2022,0,28.6,34.3,276.0,0,2.0
SAI,Ferrari,4.0,4.0,12.0,Abu Dhabi Grand Prix,2022,0,28.6,34.3,216.0,0,4.0
RUS,Mercedes,5.0,6.0,10.0,Abu Dhabi Grand Prix,2022,0,28.6,34.3,252.0,0,6.0
NOR,McLaren,6.0,7.0,9.0,Abu Dhabi Grand Prix,2022,0,28.6,34.3,107.0,0,7.0
OCO,Alpine,7.0,8.0,6.0,Abu Dhabi Grand Prix,2022,0,28.6,34.3,83.0,0,8.0
STR,Aston Martin,8.0,14.0,4.0,Abu Dhabi Grand Prix,2022,0,28.6,34.3,14.0,0,14.0
RIC,McLaren,9.0,13.0,2.0,Abu Dhabi Grand Prix,2022,0,28.6,34.3,32.0,0,10.0
VET,Aston Martin,10.0,9.0,1.0,Abu Dhabi Grand Prix,2022,0,28.6,34.3,36.0,0,9.0
TSU,AlphaTauri,11.0,11.0,0.0,Abu Dhabi Grand Prix,2022,0,28.6,34.3,12.0,0,12.0
ZHO,Alfa Romeo,12.0,15.0,0.0,Abu Dhabi Grand Prix,2022,0,28.6,34.3,6.0,0,15.0
ALB,Williams,13.0,19.0,0.0,Abu Dhabi Grand Prix,2022,0,28.6,34.3,4.0,0,19.0
GAS,AlphaTauri,14.0,17.0,0.0,Abu Dhabi Grand Prix,2022,0,28.6,34.3,23.0,0,17.0
BOT,Alfa Romeo,15.0,18.0,0.0,Abu Dhabi Grand Prix,2022,0,28.6,34.3,47.0,0,18.0
MSC,Haas F1 Team,16.0,12.0,0.0,Abu Dhabi Grand Prix,2022,0,28.6,34.3,12.0,0,13.0
MAG,Haas F1 Team,17.0,16.0,0.0,Abu Dhabi Grand Prix,2022,0,28.6,34.3,21.0,0,16.0
HAM,Mercedes,18.0,5.0,0.0,Abu Dhabi Grand Prix,2022,0,28.6,34.3,233.0,0,5.0
LAT,Williams,19.0,20.0,0.0,Abu Dhabi Grand Prix,2022,0,28.6,34.3,2.0,0,20.0
ALO,Alpine,20.0,10.0,0.0,Abu Dhabi Grand Prix,2022,0,28.6,34.3,81.0,0,11.0
VER,Red Bull Racing,1.0,1.0,25.0,Bahrain Grand Prix,2023,0,27.4,31.0,0.0,0,1.0
PER,Red Bull Racing,2.0,2.0,18.0,Bahrain Grand Prix,2023,0,27.4,31.0,0.0,0,2.0
ALO,Aston Martin,3.0,5.0,15.0,Bahrain Grand Prix,2023,0,27.4,31.0,0.0,0,5.0
SAI,Ferrari,4.0,4.0,12.0,Bahrain Grand Prix,2023,0,27.4,31.0,0.0,0,4.0
HAM,Mercedes,5.0,7.0,10.0,Bahrain Grand Prix,2023,0,27.4,31.0,0.0,0,7.0
STR,Aston Martin,6.0,8.0,8.0,Bahrain Grand Prix,2023,0,27.4,31.0,0.0,0,8.0
RUS,Mercedes,7.0,6.0,6.0,Bahrain Grand Prix,2023,0,27.4,31.0,0.0,0,6.0
BOT,Alfa Romeo,8.0,12.0,4.0,Bahrain Grand Prix,2023,0,27.4,31.0,0.0,0,12.0
GAS,Alpine,9.0,20.0,2.0,Bahrain Grand Prix,2023,0,27.4,31.0,0.0,0,20.0
ALB,Williams,10.0,15.0,1.0,Bahrain Grand Prix,2023,0,27.4,31.0,0.0,0,15.0
TSU,AlphaTauri,11.0,14.0,0.0,Bahrain Grand Prix,2023,0,27.4,31.0,0.0,0,14.0
SAR,Williams,12.0,16.0,0.0,Bahrain Grand Prix,2023,0,27.4,31.0,0.0,0,16.0
MAG,Haas F1 Team,13.0,17.0,0.0,Bahrain Grand Prix,2023,0,27.4,31.0,0.0,0,17.0
DEV,AlphaTauri,14.0,19.0,0.0,Bahrain Grand Prix,2023,0,27.4,31.0,0.0,0,19.0
HUL,Haas F1 Team,15.0,10.0,0.0,Bahrain Grand Prix,2023,0,27.4,31.0,0.0,0,10.0
ZHO,Alfa Romeo,16.0,13.0,0.0,Bahrain Grand Prix,2023,0,27.4,31.0,0.0,0,13.0
NOR,McLaren,17.0,11.0,0.0,Bahrain Grand Prix,2023,0,27.4,31.0,0.0,0,11.0
OCO,Alpine,18.0,9.0,0.0,Bahrain Grand Prix,2023,0,27.4,31.0,0.0,0,9.0
LEC,Ferrari,19.0,3.0,0.0,Bahrain Grand Prix,2023,0,27.4,31.0,0.0,0,3.0
PIA,McLaren,20.0,18.0,0.0,Bahrain Grand Prix,2023,0,27.4,31.0,0.0,0,18.0
PER,Red Bull Racing,1.0,1.0,25.0,Saudi Arabian Grand Prix,2023,0,26.1,31.8,18.0,0,1.0
VER,Red Bull Racing,2.0,15.0,19.0,Saudi Arabian Grand Prix,2023,0,26.1,31.8,25.0,0,15.0
ALO,Aston Martin,3.0,2.0,15.0,Saudi Arabian Grand Prix,2023,0,26.1,31.8,15.0,0,3.0
RUS,Mercedes,4.0,3.0,12.0,Saudi Arabian Grand Prix,2023,0,26.1,31.8,6.0,0,4.0
HAM,Mercedes,5.0,7.0,10.0,Saudi Arabian Grand Prix,2023,0,26.1,31.8,10.0,0,8.0
SAI,Ferrari,6.0,4.0,8.0,Saudi Arabian Grand Prix,2023,0,26.1,31.8,12.0,0,5.0
LEC,Ferrari,7.0,12.0,6.0,Saudi Arabian Grand Prix,2023,0,26.1,31.8,0.0,0,2.0
OCO,Alpine,8.0,6.0,4.0,Saudi Arabian Grand Prix,2023,0,26.1,31.8,0.0,0,7.0
GAS,Alpine,9.0,9.0,2.0,Saudi Arabian Grand Prix,2023,0,26.1,31.8,2.0,0,10.0
MAG,Haas F1 Team,10.0,13.0,1.0,Saudi Arabian Grand Prix,2023,0,26.1,31.8,0.0,0,13.0
TSU,AlphaTauri,11.0,16.0,0.0,Saudi Arabian Grand Prix,2023,0,26.1,31.8,0.0,0,16.0
HUL,Haas F1 Team,12.0,10.0,0.0,Saudi Arabian Grand Prix,2023,0,26.1,31.8,0.0,0,11.0
ZHO,Alfa Romeo,13.0,11.0,0.0,Saudi Arabian Grand Prix,2023,0,26.1,31.8,0.0,0,12.0
DEV,AlphaTauri,14.0,18.0,0.0,Saudi Arabian Grand Prix,2023,0,26.1,31.8,0.0,0,18.0
PIA,McLaren,15.0,8.0,0.0,Saudi Arabian Grand Prix,2023,0,26.1,31.8,0.0,0,9.0
SAR,Williams,16.0,20.0,0.0,Saudi Arabian Grand Prix,2023,0,26.1,31.8,0.0,0,20.0
NOR,McLaren,17.0,19.0,0.0,Saudi Arabian Grand Prix,2023,0,26.1,31.8,0.0,0,19.0
BOT,Alfa Romeo,18.0,14.0,0.0,Saudi Arabian Grand Prix,2023,0,26.1,31.8,4.0,0,14.0
ALB,Williams,19.0,17.0,0.0,Saudi Arabian Grand Prix,2023,0,26.1,31.8,1.0,0,17.0
STR,Aston Martin,20.0,5.0,0.0,Saudi Arabian Grand Prix,2023,0,26.1,31.8,8.0,0,6.0
VER,Red Bull Racing,1.0,1.0,25.0,Australian Grand Prix,2023,0,17.4,30.1,44.0,0,1.0
HAM,Mercedes,2.0,3.0,18.0,Australian Grand Prix,2023,0,17.4,30.1,20.0,0,3.0
ALO,Aston Martin,3.0,4.0,15.0,Australian Grand Prix,2023,0,17.4,30.1,30.0,0,4.0
STR,Aston Martin,4.0,6.0,12.0,Australian Grand Prix,2023,0,17.4,30.1,8.0,0,6.0
PER,Red Bull Racing,5.0,20.0,11.0,Australian Grand Prix,2023,0,17.4,30.1,43.0,0,20.0
NOR,McLaren,6.0,13.0,8.0,Australian Grand Prix,2023,0,17.4,30.1,0.0,0,13.0
HUL,Haas F1 Team,7.0,10.0,6.0,Australian Grand Prix,2023,0,17.4,30.1,0.0,0,10.0
PIA,McLaren,8.0,16.0,4.0,Australian Grand Prix,2023,0,17.4,30.1,0.0,1,16.0
ZHO,Alfa Romeo,9.0,17.0,2.0,Australian Grand Prix,2023,0,17.4,30.1,0.0,0,17.0
TSU,AlphaTauri,10.0,12.0,1.0,Australian Grand Prix,2023,0,17.4,30.1,0.0,0,12.0
BOT,Alfa Romeo,11.0,19.0,0.0,Australian Grand Prix,2023,0,17.4,30.1,4.0,0,19.0
SAI,Ferrari,12.0,5.0,0.0,Australian Grand Prix,2023,0,17.4,30.1,20.0,0,5.0
GAS,Alpine,13.0,9.0,0.0,Australian Grand Prix,2023,0,17.4,30.1,4.0,0,9.0
OCO,Alpine,14.0,11.0,0.0,Australian Grand Prix,2023,0,17.4,30.1,4.0,0,11.0
DEV,AlphaTauri,15.0,15.0,0.0,Australian Grand Prix,2023,0,17.4,30.1,0.0,0,15.0
SAR,Williams,16.0,18.0,0.0,Australian Grand Prix,2023,0,17.4,30.1,0.0,0,18.0
MAG,Haas F1 Team,17.0,14.0,0.0,Australian Grand Prix,2023,0,17.4,30.1,1.0,0,14.0
RUS,Mercedes,18.0,2.0,0.0,Australian Grand Prix,2023,0,17.4,30.1,18.0,0,2.0
ALB,Williams,19.0,8.0,0.0,Australian Grand Prix,2023,0,17.4,30.1,1.0,0,8.0
LEC,Ferrari,20.0,7.0,0.0,Australian Grand Prix,2023,0,17.4,30.1,6.0,0,7.0
PER,Red Bull Racing,1.0,3.0,25.0,Azerbaijan Grand Prix,2023,0,24.9,41.2,54.0,0,3.0
VER,Red Bull Racing,2.0,2.0,18.0,Azerbaijan Grand Prix,2023,0,24.9,41.2,69.0,0,2.0
LEC,Ferrari,3.0,1.0,15.0,Azerbaijan Grand Prix,2023,0,24.9,41.2,6.0,0,1.0
ALO,Aston Martin,4.0,6.0,12.0,Azerbaijan Grand Prix,2023,0,24.9,41.2,45.0,0,6.0
SAI,Ferrari,5.0,4.0,10.0,Azerbaijan Grand Prix,2023,0,24.9,41.2,20.0,0,4.0
HAM,Mercedes,6.0,5.0,8.0,Azerbaijan Grand Prix,2023,0,24.9,41.2,38.0,0,5.0
STR,Aston Martin,7.0,9.0,6.0,Azerbaijan Grand Prix,2023,0,24.9,41.2,20.0,0,9.0
RUS,Mercedes,8.0,11.0,5.0,Azerbaijan Grand Prix,2023,0,24.9,41.2,18.0,0,11.0
NOR,McLaren,9.0,7.0,2.0,Azerbaijan Grand Prix,2023,0,24.9,41.2,8.0,0,7.0
TSU,AlphaTauri,10.0,8.0,1.0,Azerbaijan Grand Prix,2023,0,24.9,41.2,1.0,0,8.0
PIA,McLaren,11.0,10.0,0.0,Azerbaijan Grand Prix,2023,0,24.9,41.2,4.0,0,10.0
ALB,Williams,12.0,12.0,0.0,Azerbaijan Grand Prix,2023,0,24.9,41.2,1.0,0,13.0
MAG,Haas F1 Team,13.0,16.0,0.0,Azerbaijan Grand Prix,2023,0,24.9,41.2,1.0,0,18.0
GAS,Alpine,14.0,17.0,0.0,Azerbaijan Grand Prix,2023,0,24.9,41.2,4.0,0,19.0
OCO,Alpine,15.0,19.0,0.0,Azerbaijan Grand Prix,2023,0,24.9,41.2,4.0,0,12.0
SAR,Williams,16.0,14.0,0.0,Azerbaijan Grand Prix,2023,0,24.9,41.2,0.0,0,15.0
HUL,Haas F1 Team,17.0,20.0,0.0,Azerbaijan Grand Prix,2023,0,24.9,41.2,6.0,0,17.0
BOT,Alfa Romeo,18.0,13.0,0.0,Azerbaijan Grand Prix,2023,0,24.9,41.2,4.0,0,14.0
ZHO,Alfa Romeo,19.0,15.0,0.0,Azerbaijan Grand Prix,2023,0,24.9,41.2,2.0,0,16.0
DEV,AlphaTauri,20.0,18.0,0.0,Azerbaijan Grand Prix,2023,0,24.9,41.2,0.0,0,20.0
VER,Red Bull Racing,1.0,9.0,26.0,Miami Grand Prix,2023,0,27.1,36.7,87.0,0,9.0
PER,Red Bull Racing,2.0,1.0,18.0,Miami Grand Prix,2023,0,27.1,36.7,79.0,0,1.0
ALO,Aston Martin,3.0,2.0,15.0,Miami Grand Prix,2023,0,27.1,36.7,57.0,0,2.0
RUS,Mercedes,4.0,6.0,12.0,Miami Grand Prix,2023,0,27.1,36.7,23.0,0,6.0
SAI,Ferrari,5.0,3.0,10.0,Miami Grand Prix,2023,0,27.1,36.7,30.0,0,3.0
HAM,Mercedes,6.0,13.0,8.0,Miami Grand Prix,2023,0,27.1,36.7,46.0,0,13.0
LEC,Ferrari,7.0,7.0,6.0,Miami Grand Prix,2023,0,27.1,36.7,21.0,0,7.0
GAS,Alpine,8.0,5.0,4.0,Miami Grand Prix,2023,0,27.1,36.7,4.0,0,5.0
OCO,Alpine,9.0,8.0,2.0,Miami Grand Prix,2023,0,27.1,36.7,4.0,0,8.0
MAG,Haas F1 Team,10.0,4.0,1.0,Miami Grand Prix,2023,0,27.1,36.7,1.0,0,4.0
TSU,AlphaTauri,11.0,17.0,0.0,Miami Grand Prix,2023,0,27.1,36.7,2.0,0,17.0
STR,Aston Martin,12.0,18.0,0.0,Miami Grand Prix,2023,0,27.1,36.7,26.0,0,18.0
BOT,Alfa Romeo,13.0,10.0,0.0,Miami Grand Prix,2023,0,27.1,36.7,4.0,0,10.0
ALB,Williams,14.0,11.0,0.0,Miami Grand Prix,2023,0,27.1,36.7,1.0,0,11.0
HUL,Haas F1 Team,15.0,12.0,0.0,Miami Grand Prix,2023,0,27.1,36.7,6.0,0,12.0
ZHO,Alfa Romeo,16.0,14.0,0.0,Miami Grand Prix,2023,0,27.1,36.7,2.0,0,14.0
NOR,McLaren,17.0,16.0,0.0,Miami Grand Prix,2023,0,27.1,36.7,10.0,0,16.0
DEV,AlphaTauri,18.0,15.0,0.0,Miami Grand Prix,2023,0,27.1,36.7,0.0,0,15.0
PIA,McLaren,19.0,19.0,0.0,Miami Grand Prix,2023,0,27.1,36.7,4.0,0,19.0
SAR,Williams,20.0,20.0,0.0,Miami Grand Prix,2023,0,27.1,36.7,0.0,0,20.0
VER,Red Bull Racing,1.0,1.0,25.0,Monaco Grand Prix,2023,1,25.1,39.3,113.0,0,1.0
ALO,Aston Martin,2.0,2.0,18.0,Monaco Grand Prix,2023,1,25.1,39.3,72.0,0,2.0
OCO,Alpine,3.0,3.0,15.0,Monaco Grand Prix,2023,1,25.1,39.3,6.0,0,4.0
HAM,Mercedes,4.0,5.0,13.0,Monaco Grand Prix,2023,1,25.1,39.3,54.0,0,6.0
RUS,Mercedes,5.0,8.0,10.0,Monaco Grand Prix,2023,1,25.1,39.3,35.0,0,8.0
LEC,Ferrari,6.0,6.0,8.0,Monaco Grand Prix,2023,1,25.1,39.3,27.0,1,3.0
GAS,Alpine,7.0,7.0,6.0,Monaco Grand Prix,2023,1,25.1,39.3,8.0,0,7.0
SAI,Ferrari,8.0,4.0,4.0,Monaco Grand Prix,2023,1,25.1,39.3,40.0,0,5.0
NOR,McLaren,9.0,10.0,2.0,Monaco Grand Prix,2023,1,25.1,39.3,10.0,0,10.0
PIA,McLaren,10.0,11.0,1.0,Monaco Grand Prix,2023,1,25.1,39.3,4.0,0,11.0
BOT,Alfa Romeo,11.0,15.0,0.0,Monaco Grand Prix,2023,1,25.1,39.3,4.0,0,15.0
DEV,AlphaTauri,12.0,12.0,0.0,Monaco Grand Prix,2023,1,25.1,39.3,0.0,0,12.0
ZHO,Alfa Romeo,13.0,19.0,0.0,Monaco Grand Prix,2023,1,25.1,39.3,2.0,0,19.0
ALB,Williams,14.0,13.0,0.0,Monaco Grand Prix,2023,1,25.1,39.3,1.0,0,13.0
TSU,AlphaTauri,15.0,9.0,0.0,Monaco Grand Prix,2023,1,25.1,39.3,2.0,0,9.0
PER,Red Bull Racing,16.0,20.0,0.0,Monaco Grand Prix,2023,1,25.1,39.3,97.0,0,20.0
HUL,Haas F1 Team,17.0,18.0,0.0,Monaco Grand Prix,2023,1,25.1,39.3,6.0,0,18.0
SAR,Williams,18.0,16.0,0.0,Monaco Grand Prix,2023,1,25.1,39.3,0.0,0,16.0
MAG,Haas F1 Team,19.0,17.0,0.0,Monaco Grand Prix,2023,1,25.1,39.3,2.0,0,17.0
STR,Aston Martin,20.0,14.0,0.0,Monaco Grand Prix,2023,1,25.1,39.3,26.0,0,14.0
VER,Red Bull Racing,1.0,1.0,26.0,Spanish Grand Prix,2023,0,22.7,33.8,138.0,0,1.0
HAM,Mercedes,2.0,4.0,18.0,Spanish Grand Prix,2023,0,22.7,33.8,67.0,0,5.0
RUS,Mercedes,3.0,12.0,15.0,Spanish Grand Prix,2023,0,22.7,33.8,45.0,0,12.0
PER,Red Bull Racing,4.0,11.0,12.0,Spanish Grand Prix,2023,0,22.7,33.8,97.0,0,11.0
SAI,Ferrari,5.0,2.0,10.0,Spanish Grand Prix,2023,0,22.7,33.8,44.0,1,2.0
STR,Aston Martin,6.0,5.0,8.0,Spanish Grand Prix,2023,0,22.7,33.8,26.0,0,6.0
ALO,Aston Martin,7.0,8.0,6.0,Spanish Grand Prix,2023,0,22.7,33.8,90.0,1,9.0
OCO,Alpine,8.0,6.0,4.0,Spanish Grand Prix,2023,0,22.7,33.8,21.0,0,7.0
ZHO,Alfa Romeo,9.0,13.0,2.0,Spanish Grand Prix,2023,0,22.7,33.8,2.0,0,13.0
GAS,Alpine,10.0,10.0,1.0,Spanish Grand Prix,2023,0,22.7,33.8,14.0,0,4.0
LEC,Ferrari,11.0,19.0,0.0,Spanish Grand Prix,2023,0,22.7,33.8,35.0,0,19.0
TSU,AlphaTauri,12.0,15.0,0.0,Spanish Grand Prix,2023,0,22.7,33.8,2.0,0,15.0
PIA,McLaren,13.0,9.0,0.0,Spanish Grand Prix,2023,0,22.7,33.8,5.0,0,10.0
DEV,AlphaTauri,14.0,14.0,0.0,Spanish Grand Prix,2023,0,22.7,33.8,0.0,0,14.0
HUL,Haas F1 Team,15.0,7.0,0.0,Spanish Grand Prix,2023,0,22.7,33.8,6.0,0,8.0
ALB,Williams,16.0,18.0,0.0,Spanish Grand Prix,2023,0,22.7,33.8,1.0,0,18.0
NOR,McLaren,17.0,3.0,0.0,Spanish Grand Prix,2023,0,22.7,33.8,12.0,0,3.0
MAG,Haas F1 Team,18.0,17.0,0.0,Spanish Grand Prix,2023,0,22.7,33.8,2.0,0,17.0
BOT,Alfa Romeo,19.0,16.0,0.0,Spanish Grand Prix,2023,0,22.7,33.8,4.0,0,16.0
SAR,Williams,20.0,20.0,0.0,Spanish Grand Prix,2023,0,22.7,33.8,0.0,0,20.0
VER,Red Bull Racing,1.0,1.0,25.0,Canadian Grand Prix,2023,0,18.5,30.6,164.0,0,1.0
ALO,Aston Martin,2.0,2.0,18.0,Canadian Grand Prix,2023,0,18.5,30.6,96.0,0,3.0
HAM,Mercedes,3.0,3.0,15.0,Canadian Grand Prix,2023,0,18.5,30.6,85.0,0,4.0
LEC,Ferrari,4.0,10.0,12.0,Canadian Grand Prix,2023,0,18.5,30.6,35.0,0,11.0
SAI,Ferrari,5.0,11.0,10.0,Canadian Grand Prix,2023,0,18.5,30.6,54.0,0,8.0
PER,Red Bull Racing,6.0,12.0,9.0,Canadian Grand Prix,2023,0,18.5,30.6,109.0,0,12.0
ALB,Williams,7.0,9.0,6.0,Canadian Grand Prix,2023,0,18.5,30.6,1.0,0,10.0
OCO,Alpine,8.0,6.0,4.0,Canadian Grand Prix,2023,0,18.5,30.6,25.0,0,6.0
STR,Aston Martin,9.0,16.0,2.0,Canadian Grand Prix,2023,0,18.5,30.6,34.0,1,13.0
BOT,Alfa Romeo,10.0,14.0,1.0,Canadian Grand Prix,2023,0,18.5,30.6,4.0,0,15.0
PIA,McLaren,11.0,8.0,0.0,Canadian Grand Prix,2023,0,18.5,30.6,5.0,0,9.0
GAS,Alpine,12.0,15.0,0.0,Canadian Grand Prix,2023,0,18.5,30.6,15.0,0,17.0
NOR,McLaren,13.0,7.0,0.0,Canadian Grand Prix,2023,0,18.5,30.6,12.0,0,7.0
TSU,AlphaTauri,14.0,19.0,0.0,Canadian Grand Prix,2023,0,18.5,30.6,2.0,0,16.0
HUL,Haas F1 Team,15.0,5.0,0.0,Canadian Grand Prix,2023,0,18.5,30.6,6.0,0,2.0
ZHO,Alfa Romeo,16.0,20.0,0.0,Canadian Grand Prix,2023,0,18.5,30.6,4.0,0,20.0
